Symbol,PE Ratio,Market Cap,Forward PE,Forward PS,P/OCF,Fwd EV/S,EV/EBIT,Earnings Yield,Ent. Value,EV/Sales,EV/EBITDA,P/EBITDA,FCF / EV,P/FCF,PS Ratio,PB Ratio,PEG Ratio,EV/Earnings,EV/FCF,FCF Yield,P/TBV,Div. Yield,Div. Growth,Payout Ratio,Shareh. Yield,Div. ($),Years,Last Div.
KNX,55.80,6595060710,19.55,0.84,8.25,1.22,29.55,1.78%,9506406710,1.28,7.39,6.42,2.46%,28.20,0.89,0.93,0.60,80.82,40.65,3.55%,6.05,1.77%,13.79%,99.00%,1.55%,0.72,5,0.18
ENPH,66.03,6496330720,14.80,4.15,12.65,3.88,47.12,1.58%,6081114720,4.57,28.90,40.23,7.89%,13.53,4.88,7.80,0.39,59.24,12.67,7.39%,11.79,,,,2.29%,,0,0.00
FN,20.61,6601016169,16.47,1.78,17.23,1.54,16.55,4.94%,5693072169,1.82,14.43,18.75,5.54%,20.93,2.11,3.58,1.19,17.46,18.05,4.78%,3.59,,,,0.65%,,0,0.00
LTH,40.61,6298961702,24.90,2.12,10.95,3.45,28.75,2.48%,10258380702,3.91,16.24,10.29,0.64%,95.21,2.40,2.41,,65.66,155.06,1.05%,5.44,,,,-3.51%,,0,0.00
AAON,39.81,6539561392,32.53,4.43,33.97,4.53,31.92,2.58%,6687938392,5.57,24.55,23.91,-0.05%,,5.45,7.93,2.87,39.68,,-0.05%,9.84,0.51%,6.25%,19.80%,0.11%,0.40,0,0.10
SSD,19.30,6187446304,18.04,2.66,18.30,2.76,14.95,5.21%,6409322304,2.87,12.06,11.82,2.49%,38.75,2.77,3.43,1.47,19.89,40.14,2.58%,6.71,0.76%,3.70%,14.74%,1.82%,1.12,4,0.28
ALV,9.85,6176000802,8.40,0.59,5.83,0.75,8.07,10.46%,7914000802,0.76,5.79,4.46,6.28%,12.43,0.59,2.71,0.85,12.25,15.92,8.05%,6.83,3.49%,2.99%,34.83%,9.14%,2.80,4,0.70
FAF,47.55,6176517520,11.57,0.86,6.88,0.96,21.94,2.12%,6878717520,1.12,13.21,11.79,9.88%,9.09,1.01,1.26,2.04,52.47,10.12,11.01%,2.67,3.58%,1.90%,171.43%,3.88%,2.16,10,0.54
AA,91.35,6148495000,5.37,0.44,9.89,0.54,15.71,0.98%,7555495000,0.64,6.73,3.93,0.56%,146.39,0.52,1.19,-0.29,125.92,179.89,0.68%,1.23,1.69%,,153.85%,-43.07%,0.40,0,0.10
PB,12.67,6093002292,10.65,4.57,12.89,5.66,12.31,7.87%,7542448292,6.37,11.65,,6.17%,13.10,5.15,0.82,4.26,15.73,16.22,7.63%,1.57,3.65%,2.70%,45.98%,1.79%,2.32,10,0.58
FR,20.44,5863685970,27.29,7.97,16.64,10.93,21.35,4.90%,8038914970,12.00,15.59,13.37,2.76%,26.41,8.76,2.20,3.74,27.96,36.21,3.79%,2.28,3.98%,16.92%,82.03%,3.92%,1.78,10,0.45
VERX,,6039443396,57.91,7.80,36.64,7.83,,-0.87%,6056107396,9.08,69.32,232.12,1.28%,77.72,9.06,33.67,,,77.93,1.29%,,,,,-2.70%,,0,0.00
WFG,,5713228218,16.46,0.87,8.64,0.81,138.74,-0.09%,5272228218,0.85,8.98,9.15,3.30%,32.83,0.93,0.82,,,30.30,3.05%,1.36,1.72%,6.67%,,5.70%,1.28,4,0.32
HIMS,50.97,5789379040,41.21,2.48,23.06,2.36,76.69,2.18%,5499617040,3.72,60.21,72.23,3.61%,29.19,3.92,12.14,2.78,43.63,27.73,3.43%,18.72,,,,-13.12%,,0,0.00
EPRT,25.77,5817666300,23.35,10.70,18.86,14.51,27.96,3.49%,7890205300,17.55,19.51,14.33,-9.94%,,12.94,1.63,,38.87,,-13.48%,1.67,3.91%,3.54%,102.87%,-11.36%,1.18,7,0.30
STWD,16.04,5951031660,8.91,3.09,9.20,11.82,13.11,6.05%,22739701660,11.68,12.77,,3.67%,7.12,3.06,0.92,2.73,63.18,27.22,14.04%,0.97,10.92%,,174.55%,3.37%,1.92,0,0.48
BBWI,7.73,5975834270,7.59,0.78,6.74,1.34,7.66,13.35%,10260834270,1.40,6.33,3.86,6.43%,9.05,0.82,,0.87,12.86,15.55,11.04%,,2.90%,,22.16%,6.99%,0.80,0,0.20
CRVL,68.11,5946870189,,,49.71,,51.82,1.48%,5705619189,6.55,41.13,42.87,1.45%,72.09,6.83,19.77,,64.69,69.16,1.39%,22.57,,,,-0.12%,,0,0.00
TREX,26.04,5835984600,24.32,4.68,40.55,4.87,19.89,3.88%,6079271600,5.28,16.87,16.20,-1.45%,,5.07,6.86,1.17,26.85,,-1.51%,7.04,,,,0.45%,,0,0.00
ONB,10.90,5846602720,8.79,2.42,9.40,4.15,14.74,8.95%,10030171720,5.65,13.44,,5.92%,9.85,3.29,0.92,2.45,19.18,16.90,10.15%,1.53,3.13%,,33.33%,-3.43%,0.56,0,0.14
PEGA,61.18,5831676321,21.56,3.60,16.86,3.47,37.64,1.70%,5626820321,3.76,30.43,32.70,6.01%,17.24,3.90,9.96,0.94,56.73,16.64,5.80%,11.65,0.18%,,10.85%,-5.38%,0.12,0,0.03
CIGI,34.62,5494784650,16.28,1.02,16.85,1.33,22.22,2.94%,7146453650,1.48,13.15,9.97,3.65%,21.06,1.14,4.15,1.14,44.19,27.39,4.75%,,0.27%,,9.32%,-17.22%,0.30,0,0.15
STAG,29.71,5766496200,38.03,6.87,12.53,10.48,29.08,3.28%,8793542200,11.46,14.77,10.37,-2.18%,,7.51,1.67,-402.43,46.52,,-3.33%,1.92,4.80%,0.68%,142.85%,3.77%,1.48,10,0.12
CCCS,220.25,5793226940,22.95,5.38,20.41,5.77,59.89,0.45%,6218189940,6.58,27.33,28.54,3.71%,25.09,6.13,2.90,,237.83,26.93,3.99%,,,,,-3.88%,,0,0.00
CWAN,13.76,5948758128,42.26,10.82,80.04,10.48,,7.13%,5765188128,12.76,,177.44,1.20%,86.27,13.17,5.90,2.18,13.59,83.60,1.16%,6.41,,,,-27.38%,,0,0.00
R,12.65,5839663830,10.23,0.44,2.58,1.02,12.86,8.37%,13464663830,1.07,4.32,2.17,0.98%,44.24,0.46,1.87,1.22,27.54,102.01,2.26%,3.89,2.34%,14.18%,29.31%,6.91%,3.24,10,0.81
BRKR,50.09,5775409350,14.02,1.62,22.98,2.19,38.17,1.96%,7805209350,2.32,20.10,9.72,1.76%,42.13,1.72,3.24,3.64,69.01,56.93,2.37%,,0.53%,,26.35%,-1.04%,0.20,0,0.05
S,,5523669580,104.49,5.34,163.77,4.64,,-5.22%,4801764580,5.85,,,0.14%,818.69,6.72,3.31,,,711.69,0.12%,6.19,,,,-6.74%,,0,0.00
AWI,21.50,5654053466,18.49,3.54,21.19,3.86,15.96,4.69%,6174653466,4.27,12.60,14.53,3.37%,27.14,3.91,7.47,1.66,23.31,29.64,3.68%,56.87,0.93%,10.11%,20.47%,2.72%,1.23,7,0.31
LEVI,16.38,5698653769,11.10,0.88,8.57,1.13,16.32,6.25%,7275953769,1.15,11.31,6.22,6.08%,12.88,0.90,2.80,,20.42,16.45,7.76%,3.65,3.57%,8.33%,58.68%,3.33%,0.52,6,0.13
BPOP,9.62,5708679870,8.02,2.09,8.46,0.03,0.11,10.73%,84219870,0.03,0.10,,558.30%,12.14,2.13,1.02,1.75,0.14,0.18,8.24%,1.23,3.43%,12.82%,32.71%,4.61%,2.80,6,0.70
LRN,22.29,5823922284,19.51,2.41,18.08,2.35,15.53,4.63%,5667676284,2.58,11.61,15.10,4.58%,22.42,2.66,4.42,0.91,21.01,21.82,4.46%,6.09,,,,-9.20%,,0,0.00
BOKF,10.77,5639198870,8.08,2.55,3.94,3.92,12.99,9.28%,8658676870,4.26,11.22,,14.83%,4.39,2.77,1.02,2.09,16.54,6.74,22.77%,1.26,2.63%,2.75%,28.03%,5.38%,2.28,10,0.57
BWA,17.15,5631650610,5.94,0.40,4.08,0.55,16.42,6.00%,7698650610,0.55,16.42,2.95,9.52%,7.68,0.40,1.02,1.21,22.78,10.50,13.02%,2.09,1.72%,-8.27%,29.31%,5.82%,0.44,0,0.11
STVN,46.06,5629898448,38.05,4.72,32.26,5.03,29.22,2.18%,6005182987,5.22,20.30,22.93,-2.68%,,4.90,3.58,3.57,48.95,,-2.86%,4.12,0.29%,0.40%,13.03%,-2.18%,0.06,3,0.06
TMHC,6.65,5597624760,5.96,0.66,26.65,0.86,6.27,15.78%,7309939760,0.89,6.05,4.36,2.38%,32.22,0.69,0.95,1.51,8.28,42.07,3.10%,1.08,,,,3.70%,,0,0.00
ESNT,7.89,5581062000,7.74,4.31,6.48,4.59,6.67,13.07%,5943541000,4.78,6.63,6.26,14.38%,6.53,4.49,1.00,0.84,8.15,6.95,15.32%,1.02,2.27%,11.65%,18.10%,2.78%,1.24,6,0.31
THG,13.37,5650617526,10.72,0.86,7.01,0.91,10.48,7.54%,5999217526,0.96,10.45,9.78,13.27%,7.10,0.91,1.99,-23.25,14.08,7.53,14.09%,2.11,2.31%,5.42%,30.77%,1.77%,3.60,4,0.90
VMI,16.08,5576799920,15.10,1.34,9.74,1.51,11.96,6.24%,6279320920,1.54,10.12,8.96,7.85%,11.31,1.37,3.62,1.55,18.03,12.73,8.84%,7.08,0.98%,3.33%,15.82%,5.07%,2.72,0,0.68
SNV,13.27,5668363490,8.28,2.38,6.90,1.91,7.47,7.75%,4539213490,2.45,6.79,,16.85%,7.41,3.06,1.08,2.34,10.33,5.93,13.49%,1.35,3.94%,0.66%,51.49%,4.83%,1.56,0,0.39
OPCH,27.18,5502995220,24.91,1.01,17.02,1.16,18.97,3.85%,6308403220,1.26,15.07,14.34,4.56%,19.12,1.10,3.92,2.26,29.78,21.92,5.23%,,,,,4.17%,,0,0.00
VIRT,11.90,3061967510,9.18,1.79,5.11,8.34,14.11,9.03%,14301446510,4.97,13.25,,3.81%,5.62,1.06,2.44,-9.42,51.74,26.26,17.79%,,2.70%,,32.32%,9.38%,0.96,0,0.24
USM,,5617650000,57.84,1.50,6.36,2.48,60.36,-0.69%,9295650000,2.47,11.35,6.93,3.72%,16.24,1.49,1.23,1.42,,26.87,6.16%,,,,,1.15%,,,5.75
BRFS,10.48,5761945231,4.81,0.12,14.01,0.16,70.93,-7.23%,8124892583,0.74,12.30,3.71,0.38%,188.79,0.52,2.28,-124.43,,266.21,0.53%,4.03,2.86%,,31.90%,-26.37%,0.10,0,0.10
CIG.C,6.60,5269328668,2.08,0.16,,,,,,,,3.58,,,,,,,,,9.14,9.19%,-19.38%,52.98%,9.19%,0.21,0,0.03
CIG,3.95,3103650400,6.87,0.10,2.33,0.13,3.01,38.13%,4303905952,0.57,2.62,3.58,26.76%,2.69,0.41,0.75,,3.64,3.74,37.11%,9.14,12.21%,-6.68%,50.68%,12.39%,0.20,1,0.03
OSK,8.10,5389875120,7.63,0.51,9.80,0.58,6.08,12.64%,6146775120,0.57,5.08,4.27,4.38%,20.03,0.50,1.30,6.51,9.02,22.84,4.99%,2.75,2.41%,11.83%,19.71%,2.95%,2.04,10,0.51
GRFS,65.20,4753125027,11.34,1.30,20.35,4.47,20.91,1.39%,16402525197,2.24,12.81,3.26,-1.99%,,0.65,0.73,0.23,248.88,,-6.87%,,,,,,,,0.46
SLM,9.62,5424704940,8.31,3.16,,4.08,8.75,10.88%,6990789940,4.85,8.51,,-4.71%,,3.77,2.51,0.58,11.85,,-6.07%,2.94,2.02%,9.09%,19.40%,8.06%,0.52,1,0.13
QXO,,5402429061,,213.96,63.65,13.25,,0.52%,334502061,5.88,,,25.35%,63.72,94.99,1.07,,11.96,3.95,1.57%,1.18,198.36%,1536.50%,,-30750.43%,26.18,1,26.18
SAIC,15.75,5392394112,12.12,0.69,10.92,0.99,13.95,6.71%,7729394112,1.03,11.14,7.75,5.93%,11.77,0.72,3.42,3.67,21.35,16.88,8.49%,,1.31%,,20.64%,7.42%,1.48,0,0.37
BYD,10.38,5292364578,9.89,1.32,5.53,2.20,9.47,10.92%,8799341578,2.24,6.80,4.41,6.33%,9.51,1.35,3.35,0.85,15.23,15.81,10.52%,,1.12%,6.15%,11.63%,9.04%,0.72,6,0.18
ACIW,26.61,5346855360,22.19,3.04,14.90,3.45,18.82,3.80%,6077630360,3.81,13.70,14.82,5.65%,15.57,3.35,3.75,-3.24,29.92,17.70,6.42%,,,,,2.17%,,0,0.00
COLD,,5342770800,43.08,1.87,12.97,3.14,275.47,-1.77%,8975516800,3.37,22.82,9.12,1.24%,47.81,2.00,1.63,4.03,,80.32,2.09%,3.22,4.88%,1.14%,,1.61%,0.92,0,0.23
BMI,43.25,5361607070,38.91,5.72,34.58,5.41,30.43,2.33%,5066302070,6.13,25.50,28.31,2.81%,37.70,6.49,8.84,2.29,40.55,35.62,2.65%,12.07,0.75%,24.64%,32.15%,0.49%,1.36,10,0.34
VOYA,9.12,5365234640,6.72,0.67,3.99,0.93,7.29,11.67%,7454234640,0.93,7.29,4.49,18.04%,3.99,0.67,1.34,1.19,11.91,5.54,25.07%,2.22,3.22%,53.57%,29.17%,11.08%,1.80,6,0.45
ACT,7.97,5274462440,7.88,4.25,7.69,4.36,5.83,13.05%,5418080440,4.51,5.83,,12.67%,7.69,4.39,1.06,,7.87,7.90,13.01%,1.06,2.12%,-45.19%,16.93%,4.78%,0.74,0,0.19
GATX,18.86,5233654530,16.69,3.00,8.69,7.58,19.32,5.43%,13237554530,8.35,11.96,5.82,4.55%,8.69,3.30,2.15,0.87,46.58,21.99,11.50%,2.25,1.66%,5.38%,31.36%,1.10%,2.44,10,0.61
IDCC,16.60,5156319840,24.17,7.23,18.99,6.55,9.83,6.95%,4669883840,5.38,8.57,10.19,4.47%,24.73,5.94,6.02,1.41,13.02,22.39,4.04%,9.78,0.94%,22.58%,15.74%,-4.78%,1.90,2,0.60
NEU,11.41,5196965364,,,10.00,,9.60,8.90%,6160861364,2.21,8.12,6.96,7.50%,11.24,1.87,3.56,5.09,13.32,13.33,8.90%,7.34,2.01%,10.81%,22.81%,1.98%,11.00,6,2.75
INFA,573.00,5958888884,13.63,3.45,14.54,3.81,33.06,0.17%,6587085884,4.02,18.66,18.99,6.16%,14.68,3.63,2.58,,663.29,16.23,6.81%,,,,,-8.63%,,0,0.00
CTRE,34.59,5192607540,19.36,14.09,21.26,14.58,34.59,2.41%,5375712540,18.14,25.32,21.10,-10.81%,,17.53,1.79,1.26,42.98,,-11.19%,1.79,4.83%,6.64%,167.50%,-41.34%,1.34,5,0.34
TKC,12.33,5237204006,,,4.76,,8.05,8.13%,5902857733,1.63,3.65,3.00,12.44%,7.13,1.44,1.62,,13.87,8.04,14.02%,1.74,3.41%,134.48%,66.90%,3.41%,0.20,2,0.20
KNF,24.43,4912326396,21.01,1.57,15.24,1.71,16.42,4.11%,5357956396,1.85,11.57,10.54,3.02%,30.34,1.69,3.33,0.92,26.57,33.10,3.30%,4.27,,,,-0.31%,,0,0.00
JBTM,36.17,4981403244,16.26,1.36,21.32,1.36,43.33,1.71%,5005103244,2.92,24.43,19.90,3.94%,25.27,2.90,3.23,,58.61,25.39,3.96%,13.60,0.21%,,7.53%,-0.10%,0.20,1,0.10
NBIS,,4953960997,,0.09,,0.04,,-13.02%,2541960997,21.63,,,,,42.16,1.52,,,,,1.53,,,,20.76%,,0,0.00
SPSC,63.76,4947215568,32.99,6.39,31.43,6.09,47.44,1.56%,4718666568,7.40,33.30,37.78,2.91%,36.02,7.76,5.79,4.71,61.24,34.35,2.78%,18.06,,,,-1.02%,,0,0.00
RMBS,28.02,4968303040,18.27,7.04,21.55,6.40,22.42,3.62%,4516656040,8.11,18.50,22.28,4.43%,24.85,8.93,4.43,3.80,25.12,22.59,4.02%,6.05,,,,1.67%,,0,0.00
TGS,121.59,4083783316,,,23.19,,8.29,0.71%,4215877132,7.53,7.46,7.85,1.20%,80.67,7.29,5.14,,144.94,83.28,1.24%,2.26,,,,,,,0.03
DDS,8.48,4903755296,12.09,0.75,6.87,0.68,6.17,12.10%,4415549296,0.67,4.93,5.56,13.82%,8.04,0.74,2.73,-1.28,7.44,7.24,12.45%,2.76,0.32%,24.11%,2.72%,2.28%,1.00,10,0.25
ARW,13.26,5014530564,9.40,0.18,4.44,0.29,10.49,7.82%,7949484564,0.28,8.63,4.51,13.12%,4.81,0.18,0.87,0.88,20.28,7.62,20.80%,1.40,,,,5.68%,,,0.05
SWX,25.19,4994866008,20.65,,3.68,,18.20,3.98%,9689435008,1.90,9.98,5.32,4.45%,11.58,0.98,1.43,2.58,48.74,22.47,8.63%,1.83,3.57%,,89.86%,2.08%,2.48,0,0.62
CRL,499.75,4909114215,10.55,1.27,6.68,1.92,34.39,0.21%,7438502215,1.84,12.87,5.47,6.74%,9.79,1.21,1.42,3.96,722.40,14.83,10.22%,,,,,-0.34%,,0,0.00
SOBO,15.03,4751658724,9.95,1.59,8.98,3.38,12.49,6.65%,10070658724,6.84,9.57,4.95,4.04%,11.67,3.23,1.82,,31.87,24.74,8.57%,1.88,4.36%,,65.79%,4.31%,1.00,1,0.50
LSTR,24.77,4790815685,22.58,0.94,16.72,0.86,17.63,4.09%,4387518685,0.91,14.35,15.85,6.05%,18.06,0.99,4.93,1.61,22.39,16.54,5.54%,5.17,2.46%,3.65%,61.85%,3.54%,3.41,5,0.36
REYN,13.94,4892780880,13.77,1.31,10.01,1.75,11.90,7.19%,6534780880,1.77,9.64,7.22,5.65%,13.26,1.32,2.28,,18.56,17.71,7.54%,,3.95%,,55.09%,3.76%,0.92,0,0.23
RHI,19.70,4911683940,18.48,0.83,11.97,0.78,12.88,5.12%,4607619940,0.79,10.31,16.38,7.69%,13.87,0.85,3.56,1.37,18.31,13.01,7.21%,4.24,4.87%,10.66%,96.72%,7.74%,2.36,10,0.59
NJR,14.30,4775762180,15.76,,12.84,,14.82,6.95%,8355645180,4.60,11.29,7.60,-0.64%,,2.63,2.07,1.84,25.19,,-1.13%,2.07,3.77%,7.27%,54.11%,1.82%,1.80,10,0.45
HOMB,12.37,4935977860,11.21,4.64,10.72,4.91,10.00,8.15%,5224251860,5.39,9.47,,8.58%,11.01,5.09,1.25,3.72,12.99,11.65,9.08%,1.96,3.12%,6.25%,38.81%,4.56%,0.78,10,0.20
LANC,31.70,4967371520,25.84,2.49,20.91,2.40,23.81,3.16%,4805826520,2.53,18.51,17.44,3.86%,26.79,2.61,5.07,8.47,30.64,25.92,3.73%,6.45,2.11%,5.71%,66.78%,1.90%,3.80,62,0.95
SITE,41.44,5028648427,29.08,1.03,17.74,1.21,36.80,2.46%,5872848427,1.29,25.00,14.73,4.24%,20.21,1.11,3.20,2.52,47.51,23.60,4.95%,6.46,,,,0.11%,,0,0.00
ELP,8.89,1232184253,13.64,0.06,1.35,0.15,3.45,37.66%,2861722568,0.65,2.69,5.97,,,0.28,0.30,3.79,6.17,,,3.41,4.29%,-9.72%,197.53%,4.29%,0.30,0,0.14
ELPC,12.02,515245400,8.19,0.03,0.57,0.11,2.59,90.05%,2138884409,0.48,2.02,5.97,,,0.12,0.13,,4.61,,,3.41,4.25%,,179.63%,4.25%,0.27,1,0.13
RITM,5.76,4998335990,4.69,2.37,,18.31,32.21,16.71%,38609911990,7.65,32.21,,-5.66%,,0.99,0.64,,46.24,,-43.72%,0.82,10.45%,,59.88%,7.12%,1.00,0,0.25
RHP,18.64,4893808263,17.64,2.01,8.49,3.21,15.33,5.55%,7831093263,3.35,10.49,6.71,2.15%,29.03,2.09,29.30,1.38,28.83,46.45,3.45%,11.25,5.49%,7.14%,105.14%,5.24%,4.60,2,1.15
GGB,7.54,4625842386,6.80,,1.97,,4.89,14.65%,5750689315,0.58,3.37,3.43,28.39%,2.83,0.47,0.47,,8.49,3.52,35.29%,0.70,5.79%,-44.37%,40.02%,0.76%,0.14,0,0.02
CADE,16.16,4893589740,9.20,2.53,21.79,2.98,25.06,3.13%,5749446740,7.74,22.15,,3.32%,25.61,6.59,2.88,,37.53,30.09,3.90%,1.25,4.14%,7.33%,39.71%,7.88%,1.10,2,0.28
ZWS,31.73,4927126050,21.51,3.01,16.79,3.22,21.82,3.25%,5268026050,3.36,15.98,14.34,5.19%,18.03,3.15,3.11,1.34,32.88,19.28,5.55%,,1.23%,13.33%,39.24%,2.70%,0.36,2,0.09
BWIN,,2867154640,22.44,1.82,28.07,2.56,39.93,-0.86%,4026849640,2.90,19.20,30.64,1.52%,46.92,2.06,4.92,,,65.90,2.13%,,,,,-5.52%,0.00,0,0.00
SRPT,21.50,4881684951,5.17,1.52,,1.52,18.62,4.82%,4856489951,2.55,15.43,19.08,-7.06%,,2.57,3.20,159.25,20.64,,-7.02%,3.25,,,,-16.75%,,0,0.00
MAT,9.16,4675780240,8.32,0.85,5.84,1.07,7.70,11.59%,5900397240,1.10,6.32,5.30,10.17%,7.79,0.87,2.07,1.41,10.89,9.83,12.83%,9.16,,,,3.86%,,,0.15
KTOS,288.09,4862998350,58.70,3.74,97.85,3.71,163.24,0.34%,4815698350,4.24,59.16,66.17,-0.18%,,4.28,3.59,34.12,295.44,,-0.17%,6.63,,,,-15.72%,,0,0.00
WEX,16.85,4904439505,8.28,1.85,10.19,1.54,6.24,6.31%,4081439505,1.55,4.19,5.39,8.19%,14.68,1.87,3.29,1.52,13.18,12.22,6.81%,,,,,4.62%,,0,0.00
LOPE,22.03,4892120688,19.31,4.40,16.87,4.21,16.05,4.62%,4676015688,4.53,14.26,15.37,5.40%,19.39,4.74,6.24,1.34,20.67,18.53,5.16%,10.42,,,,2.91%,,0,0.00
LB,897.86,4804794259,37.78,25.16,71.04,26.97,169.82,0.11%,5149001259,46.83,131.37,,1.29%,72.09,43.70,11.02,,1007.63,77.25,1.39%,12.30,0.31%,,277.39%,0.31%,0.20,1,0.10
JHG,12.16,4911082860,8.32,1.81,7.07,1.19,5.45,8.33%,3232082860,1.31,5.23,7.37,21.18%,7.17,1.99,1.07,1.17,7.90,4.72,13.94%,8.64,5.09%,25.00%,60.94%,8.96%,1.56,3,0.39
PHI,8.55,4743509678,8.16,,3.20,,14.05,11.72%,10411518379,2.79,6.04,3.24,3.62%,12.59,1.27,2.35,1.36,18.72,27.63,7.94%,5.51,6.57%,-14.17%,56.85%,6.57%,1.46,0,0.59
PECO,67.47,4307332312,57.18,6.06,12.87,9.01,40.13,1.46%,6408226312,9.69,15.53,11.57,-0.88%,,6.51,1.86,,102.23,,-1.32%,2.28,3.51%,4.97%,237.63%,0.99%,1.21,4,0.10
GNTX,11.80,4715300080,10.80,1.87,9.46,1.76,9.44,8.58%,4459676485,1.93,7.87,8.38,8.00%,13.21,2.04,1.91,0.71,11.03,12.50,7.57%,2.53,2.29%,,27.20%,4.84%,0.48,0,0.12
ESGR,9.25,4944632172,,,10.24,,7.19,10.92%,5223632172,4.33,7.30,6.09,9.25%,10.24,4.10,0.81,1.76,9.67,10.81,9.77%,0.79,,,,4.82%,,,3.00
JOBY,,4730841085,,547.03,,442.68,,-12.85%,3828437085,28150.27,,,-12.46%,,34785.60,5.19,,,,-10.08%,5.69,,,,-8.01%,,0,0.00
MTDR,5.37,4780403260,4.64,1.14,2.13,1.91,5.94,18.52%,8011069260,2.29,3.45,1.99,3.50%,17.07,1.36,0.94,0.86,9.05,28.61,5.86%,0.94,2.54%,37.50%,13.48%,-0.90%,0.96,4,0.31
OS,,4573395951,281.31,7.59,74.79,6.72,,-4.73%,4047815951,8.27,,,1.45%,78.13,9.34,11.84,,,69.15,1.28%,12.24,,,,23.05%,,0,0.00
NXST,7.07,4619703064,11.42,0.90,3.70,2.15,7.63,15.63%,10998703064,2.03,4.89,2.56,10.05%,4.18,0.85,2.05,7.86,15.23,9.95,23.92%,,4.86%,20.73%,34.75%,13.40%,7.44,10,1.86
AXSM,,4631250038,,7.32,,7.13,,-6.20%,4507431038,11.69,,,-2.85%,,12.01,81.23,,,,-2.78%,,,,,-5.48%,,0,0.00
KRYS,52.38,4540805592,22.21,9.72,36.79,8.45,41.43,1.96%,3950549592,13.60,38.70,42.84,3.02%,38.10,15.63,4.80,,44.31,33.15,2.62%,4.78,,,,-7.16%,,0,0.00
AHR,,4498489030,74.41,2.03,25.55,2.82,68.16,-0.84%,6245902030,3.02,19.94,13.24,2.65%,27.17,2.17,1.99,,,37.72,3.68%,2.44,3.48%,,,-94.24%,1.00,1,0.25
VRNA,,4555419249,400.00,16.03,,15.43,,-3.81%,4384471249,103.70,,,-2.80%,,107.75,22.27,,,,-2.70%,22.39,,,,-2.86%,,0,0.00
DAR,16.50,4499253700,11.32,0.75,5.36,1.44,17.48,6.20%,8642787700,1.51,8.66,5.76,6.11%,8.52,0.79,1.03,14.47,30.99,16.37,11.74%,3.90,,,,0.30%,,0,0.00
CRUS,15.61,4565678359,12.57,2.46,9.42,2.23,10.10,6.68%,4148179359,2.25,9.00,10.71,11.04%,9.97,2.48,2.33,8.09,13.60,9.06,10.03%,3.04,,,,0.93%,,0,0.00
CLBT,,4508022750,43.60,9.13,34.11,8.24,71.55,-6.28%,4071768750,10.15,60.31,66.77,2.99%,37.08,11.24,13.42,,,33.50,2.70%,15.23,,,,-10.16%,,0,0.00
CYTK,,4520339925,,120.29,,112.64,,-13.04%,4233002925,229.13,,,-9.44%,,244.69,,,,,-8.84%,,,,,-16.01%,,0,0.00
ADMA,23.06,4438648200,25.92,8.85,37.40,8.79,31.57,4.45%,4409056200,10.34,29.85,30.19,2.50%,40.19,10.41,12.72,,22.30,39.92,2.49%,12.86,,,,-8.65%,,0,0.00
NUVL,,4438354999,,,,,,-5.88%,3320052999,,,,-5.57%,,,4.15,,,,-4.17%,4.15,,,,-14.06%,,0,0.00
ITRI,18.77,4430315400,17.69,1.75,18.60,1.84,15.60,5.40%,4646852400,1.90,12.40,13.78,4.47%,21.34,1.82,3.19,0.58,19.43,22.38,4.69%,15.00,,,,-0.77%,,0,0.00
DY,19.07,4377872637,16.21,0.82,12.54,1.00,14.48,5.33%,5341165637,1.14,8.78,8.06,2.58%,31.78,0.93,3.53,1.58,22.88,38.77,3.15%,6.35,,,,0.73%,,0,0.00
IRT,107.59,4227129930,68.22,6.20,16.27,9.56,56.46,0.93%,6517360930,10.18,19.38,12.35,7.30%,8.89,6.60,1.23,4.57,165.87,13.70,11.25%,1.26,3.51%,,376.47%,2.99%,0.64,3,0.16
BOX,22.04,4284912200,19.99,3.68,12.90,3.67,46.95,4.70%,4283412200,3.93,37.79,50.92,7.25%,13.80,3.93,,17.31,21.25,13.80,7.25%,,,,,-0.04%,,0,0.00
CALM,4.66,4626749976,6.54,1.45,4.51,1.06,2.62,21.41%,3386376976,0.89,2.45,3.47,25.47%,5.36,1.22,1.94,0.75,3.42,3.93,18.64%,1.99,4.51%,38.98%,33.24%,4.35%,4.28,0,1.49
SKY,29.05,4709232720,20.97,1.79,23.67,1.58,19.08,3.50%,4152175720,1.71,16.01,19.27,3.60%,31.53,1.94,3.08,,25.19,27.80,3.17%,4.27,,,,0.37%,,,0.62
ETSY,18.60,4688682880,16.50,1.63,6.23,2.10,14.22,6.47%,6036895880,2.15,11.33,10.70,11.74%,6.61,1.67,,1.05,19.91,8.52,15.12%,,,,,6.01%,,0,0.00
LYFT,184.00,4526779290,10.38,0.68,5.33,0.52,64.29,0.50%,3489024290,0.60,17.17,168.82,24.60%,5.27,0.78,5.90,0.25,153.13,4.06,18.96%,9.76,,,,-7.35%,,0,0.00
MAIN,8.71,4517765964,12.59,7.87,,11.42,9.91,11.25%,6561885964,12.13,9.91,,-1.33%,,8.35,1.61,2.09,12.92,,-1.93%,1.61,7.53%,5.02%,66.12%,1.62%,3.87,4,0.25
